input,relations,prefix,gold_relations
"It was 35 miles off Somalia 's coast -- somewhere in the rough waters southeast of this port , just north of Mogadishu -- that Mr. Muita experienced his scariest moment in two decades at sea .","[['Somalia', 'LOC_CAPITAL', 'Mogadishu']]",NYT,"[['Somalia', 'LOC_CAPITAL', 'Mogadishu'], ['Somalia', 'LOC_CONTAINS', 'Mogadishu']]"
"It was 35 miles off Somalia 's coast -- somewhere in the rough waters southeast of this port , just north of Mogadishu -- that Mr. Muita experienced his scariest moment in two decades at sea .","[['Somalia', 'LOC_CAPITAL', 'Mogadishu'], ['Somalia', 'LOC_CONTAINS', 'Mogadishu']]",NYT,"[['Somalia', 'LOC_CAPITAL', 'Mogadishu'], ['Somalia', 'LOC_CONTAINS', 'Mogadishu']]"
"Building better levees , helping restore Louisiana 's wetlands and fully funding block grants to help our evacuees return and rebuild are all critical components of New Orleans 's recovery .","[['Louisiana', 'LOC_CONTAINS', 'New Orleans']]",NYT,"[['Louisiana', 'LOC_CONTAINS', 'New Orleans']]"
"The Hilton Group , based in Watford , England , has been less aggressive about expanding its lodging business than many of its competitors .","[['England', 'LOC_CONTAINS', 'Watford']]",NYT,"[['England', 'LOC_CONTAINS', 'Watford']]"
"She worked as a reporter for The Morning Call of Paterson , N.J. Ms. Dubrow became secretary for the Textile Workers Union in New Jersey in the late 1930 's and then assistant to the president of the state 's C.I.O. council .","[['New Jersey', 'LOC_CONTAINS', 'Paterson']]",NYT,"[['New Jersey', 'LOC_CONTAINS', 'Paterson']]"
"People respond to things out of the norm , '' said Paul Frediani , 52 , a trainer who has 25 private clients but also works with members of the Equinox gym on Manhattan 's Upper West Side .","[['Manhattan', 'LOC_CONTAINS', 'Upper West Side']]",NYT,"[['Manhattan', 'LOC_CONTAINS', 'Upper West Side'], ['Upper West Side', 'LOC_NEIGHBORHOOD', 'Manhattan']]"
"People respond to things out of the norm , '' said Paul Frediani , 52 , a trainer who has 25 private clients but also works with members of the Equinox gym on Manhattan 's Upper West Side .","[['Manhattan', 'LOC_CONTAINS', 'Upper West Side']]",NYT,"[['Manhattan', 'LOC_CONTAINS', 'Upper West Side'], ['Upper West Side', 'LOC_NEIGHBORHOOD', 'Manhattan']]"
"Fairfield County , the southwestern spout of Connecticut , which spills toward New York City , belongs to the Yankees , 55 percent to 14 percent .","[['Connecticut', 'LOC_CONTAINS', 'Fairfield County']]",NYT,"[['Connecticut', 'LOC_CONTAINS', 'Fairfield County']]"
"Living with his grandparents in Woodhaven , Queens , after the breakup of his parents ' marriage , he played in the school band and in a Dixieland band with friends from the neighborhood .","[['Queens', 'LOC_CONTAINS', 'Woodhaven']]",NYT,"[['Queens', 'LOC_CONTAINS', 'Woodhaven'], ['Woodhaven', 'LOC_NEIGHBORHOOD', 'Queens']]"
"Living with his grandparents in Woodhaven , Queens , after the breakup of his parents ' marriage , he played in the school band and in a Dixieland band with friends from the neighborhood .","[['Queens', 'LOC_CONTAINS', 'Woodhaven'], ['Woodhaven', 'LOC_NEIGHBORHOOD', 'Queens']]",NYT,"[['Queens', 'LOC_CONTAINS', 'Woodhaven'], ['Woodhaven', 'LOC_NEIGHBORHOOD', 'Queens']]"
"Tehran has offered a counterproposal : it would be happy to reopen the window , but only if the Security Council drops its case against Iran and returns it to the atomic energy agency .","[['Iran', 'LOC_CAPITAL', 'Tehran']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"Tehran has offered a counterproposal : it would be happy to reopen the window , but only if the Security Council drops its case against Iran and returns it to the atomic energy agency .","[['Iran', 'LOC_CAPITAL', 'Tehran']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"The chairman of Toyota , Hiroshi Okuda , stepped down Friday after a career in which he helped transform Toyota from Japan 's biggest automaker into a global powerhouse .","[['Japan', 'LOC_CONTAINS', 'Toyota']]",NYT,"[['Japan', 'LOC_CONTAINS', 'Toyota'], ['Japan', 'LOC_CONTAINS', 'Toyota']]"
"The chairman of Toyota , Hiroshi Okuda , stepped down Friday after a career in which he helped transform Toyota from Japan 's biggest automaker into a global powerhouse .","[['Japan', 'LOC_CONTAINS', 'Toyota'], ['Japan', 'LOC_CONTAINS', 'Toyota']]",NYT,"[['Japan', 'LOC_CONTAINS', 'Toyota'], ['Japan', 'LOC_CONTAINS', 'Toyota']]"
"But when investigators arrived in Iraq , the detainee and witnesses had been released in Baghdad and could not be found .","[['Iraq', 'LOC_CAPITAL', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CAPITAL', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Baghdad']]"
"But when investigators arrived in Iraq , the detainee and witnesses had been released in Baghdad and could not be found .","[['Iraq', 'LOC_CAPITAL', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CAPITAL', 'Baghdad'], ['Iraq', 'LOC_CONTAINS', 'Baghdad']]"
"But those same insiders said that in retrospect Mr. Cheney 's power was at its peak in 2003 and 2004 , before Iraq 's insurgency flared , before the abuses at Abu Ghraib were revealed , before the setbacks in Congress and at the Supreme Court .","[['Iraq', 'LOC_CONTAINS', 'Abu Ghraib']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Abu Ghraib']]"
"So instead of looking at the outcome , political veterans will be paying closest attention tonight to nuances , like the margin by which Mr. Kean defeats a virtually unknown challenger , John P. Ginty , who has received the endorsement of New Jersey 's leading social conservatives .","[['John P. Ginty', 'PEO_PLACE_LIVED', 'New Jersey']]",NYT,"[['John P. Ginty', 'PEO_PLACE_LIVED', 'New Jersey']]"
"She was a member of Riomar Country Club in Vero Beach , Florida and Ekwanok Country Club in Manchester , Vermont .","[['Florida', 'LOC_CONTAINS', 'Vero Beach']]",NYT,"[['Florida', 'LOC_CONTAINS', 'Vero Beach']]"
"It would be a shame to recognize only one as ` California 's historic wine , ' '' the governor wrote , citing cabernets from Napa and Sonoma and '' delicate '' pinot noirs from the Central Coast . ''","[['California', 'LOC_CONTAINS', 'Sonoma']]",NYT,"[['California', 'LOC_CONTAINS', 'Sonoma'], ['California', 'LOC_CONTAINS', 'Napa']]"
"It would be a shame to recognize only one as ` California 's historic wine , ' '' the governor wrote , citing cabernets from Napa and Sonoma and '' delicate '' pinot noirs from the Central Coast . ''","[['California', 'LOC_CONTAINS', 'Sonoma'], ['California', 'LOC_CONTAINS', 'Napa']]",NYT,"[['California', 'LOC_CONTAINS', 'Sonoma'], ['California', 'LOC_CONTAINS', 'Napa']]"
"Correction : March 2 , 2006 , Thursday Because of an editing error , a front-page article on Tuesday about the spread of the refugee crisis in the Darfur region of Sudan referred incorrectly to the armed groups considered responsible for a campaign of terror that is a cause of the crisis , which the Bush administration has called genocide .","[['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur']]"
"Correction : March 2 , 2006 , Thursday Because of an editing error , a front-page article on Tuesday about the spread of the refugee crisis in the Darfur region of Sudan referred incorrectly to the armed groups considered responsible for a campaign of terror that is a cause of the crisis , which the Bush administration has called genocide .","[['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur']]"
"Correction : March 2 , 2006 , Thursday Because of an editing error , a front-page article on Tuesday about the spread of the refugee crisis in the Darfur region of Sudan referred incorrectly to the armed groups considered responsible for a campaign of terror that is a cause of the crisis , which the Bush administration has called genocide .","[['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_CONTAINS', 'Darfur']]",NYT,"[['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Sudan', 'LOC_CONTAINS', 'Darfur']]"
The prospect of seeing the Stones without having to pay market prices attracted fans from all over Brazil as well as the rest of South America and even Europe and the United States .,"[['South America', 'LOC_CONTAINS', 'Brazil']]",NYT,"[['South America', 'LOC_CONTAINS', 'Brazil']]"
It 's all a far cry from the days when Los Angeles was the center of the California wine business .,"[['California', 'LOC_CONTAINS', 'Los Angeles']]",NYT,"[['California', 'LOC_CONTAINS', 'Los Angeles']]"
"She attended the Chapin School in New York City and the Fermata School in Aiken , South Carolina .","[['South Carolina', 'LOC_CONTAINS', 'Aiken']]",NYT,"[['South Carolina', 'LOC_CONTAINS', 'Aiken']]"
"This is how the life cycle works in the college hoops version of Six Degrees of John Travolta -LRB- who holds the record for career highs and lows -RRB- : Tennessee 's Bruce Pearl , last year 's midmajor wonder , was bounced from March Madness by Turgeon at Wichita State ; Les Bradley 's crew took out Self ; and Larranaga 's George Mason underdogs stunned North Carolina , where Robinson , of ex-Tulsa fame , is an assistant after his brief run at Florida State ended in his firing .","[['Bruce Pearl', 'PEO_PLACE_LIVED', 'Tennessee']]",NYT,"[['Bruce Pearl', 'PEO_PLACE_LIVED', 'Tennessee']]"
"Earlier this week , New Jersey officials cited Mr. Kerik in court papers as an example of why a company with apparent mob connections should be banned from work in Atlantic City casinos .","[['New Jersey', 'LOC_CONTAINS', 'Atlantic City']]",NYT,"[['New Jersey', 'LOC_CONTAINS', 'Atlantic City']]"
Clendenon grew up in Atlanta and graduated from Morehouse College in 1956 .,"[['Atlanta', 'LOC_CONTAINS', 'Morehouse College']]",NYT,"[['Atlanta', 'LOC_CONTAINS', 'Morehouse College']]"
"Arnold Schwarzenegger , the governor of California whose changes have been chronicled on Web sites like awfulplasticsurgery.com , denied rumors during his 2003 campaign that he had had a face-lift , making light of the talk by suggesting that people had him confused with Cher .","[['Arnold Schwarzenegger', 'PEO_PLACE_LIVED', 'California']]",NYT,"[['Arnold Schwarzenegger', 'PEO_PLACE_LIVED', 'California'], ['Arnold Schwarzenegger', 'BUS_COMPANY', 'California']]"
"Arnold Schwarzenegger , the governor of California whose changes have been chronicled on Web sites like awfulplasticsurgery.com , denied rumors during his 2003 campaign that he had had a face-lift , making light of the talk by suggesting that people had him confused with Cher .","[['Arnold Schwarzenegger', 'PEO_PLACE_LIVED', 'California']]",NYT,"[['Arnold Schwarzenegger', 'PEO_PLACE_LIVED', 'California'], ['Arnold Schwarzenegger', 'BUS_COMPANY', 'California']]"
"William F. Quinn , the first elected governor of Hawaii , died on Monday in Honolulu .","[['Hawaii', 'LOC_CONTAINS', 'Honolulu']]",NYT,"[['Hawaii', 'LOC_CONTAINS', 'Honolulu']]"
"She grew up in Chicago , where she acted in the theater as a child and briefly attended the University of Chicago .","[['Chicago', 'LOC_CONTAINS', 'University of Chicago']]",NYT,"[['Chicago', 'LOC_CONTAINS', 'University of Chicago']]"
"If India 's requirements are beyond any existing fighters , we are prepared to make upgraded F-16 's to India 's specifications with complete transfer of technology , '' Mike Kelly , a Lockheed senior executive said in an interview last month with the Press Trust of India , a New Delhi news agency . ''","[['India', 'LOC_CONTAINS', 'New Delhi']]",NYT,"[['India', 'LOC_CAPITAL', 'New Delhi'], ['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CAPITAL', 'New Delhi']]"
"If India 's requirements are beyond any existing fighters , we are prepared to make upgraded F-16 's to India 's specifications with complete transfer of technology , '' Mike Kelly , a Lockheed senior executive said in an interview last month with the Press Trust of India , a New Delhi news agency . ''","[['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CONTAINS', 'New Delhi']]",NYT,"[['India', 'LOC_CAPITAL', 'New Delhi'], ['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CAPITAL', 'New Delhi']]"
"If India 's requirements are beyond any existing fighters , we are prepared to make upgraded F-16 's to India 's specifications with complete transfer of technology , '' Mike Kelly , a Lockheed senior executive said in an interview last month with the Press Trust of India , a New Delhi news agency . ''","[['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CONTAINS', 'New Delhi']]",NYT,"[['India', 'LOC_CAPITAL', 'New Delhi'], ['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CAPITAL', 'New Delhi']]"
"We can not afford big losses this year , '' said Gov. Haley Barbour of Mississippi , a former national Republican chairman , noting that every two-term Republican president since World War II had suffered big Congressional losses in the sixth year of his term .","[['Haley Barbour', 'PEO_PLACE_LIVED', 'Mississippi']]",NYT,"[['Haley Barbour', 'PEO_PLACE_LIVED', 'Mississippi']]"
"In 1991 , Dr. Peter E. Warren at Murdoch University in Perth , Australia , tried to increase charitable giving by encouraging empathy with needy people .","[['Australia', 'LOC_CONTAINS', 'Perth']]",NYT,"[['Australia', 'LOC_CONTAINS', 'Perth']]"
"American officials in Baghdad had long predicted an increase as the elections drew closer , saying insurgents are increasingly desperate and determined to derail Iraq 's first foray into democracy . ''","[['Iraq', 'LOC_CONTAINS', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]"
"American officials in Baghdad had long predicted an increase as the elections drew closer , saying insurgents are increasingly desperate and determined to derail Iraq 's first foray into democracy . ''","[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Baghdad'], ['Iraq', 'LOC_CAPITAL', 'Baghdad']]"
"In Ramadi , in western Iraq , American officials said a suicide bomber had exploded a taxi near a squad of marines .","[['Iraq', 'LOC_CONTAINS', 'Ramadi']]",NYT,"[['Iraq', 'LOC_CONTAINS', 'Ramadi']]"
"Saul Bellow , the Nobel laureate and self-proclaimed historian of society whose fictional heroes -- and whose scathing , unrelenting and darkly comic examination of their struggle for meaning -- gave new immediacy to the American novel in the second half of the 20th century , died yesterday at his home in Brookline , Mass. .","[['Saul Bellow', 'PEO_PLACE_OF_DEATH', 'Brookline']]",NYT,"[['Saul Bellow', 'PEO_PLACE_OF_DEATH', 'Brookline']]"
"He studied for a short time at the Pratt Institute in Brooklyn , his twin said , but eventually , his wanderlust took over .","[['Brooklyn', 'LOC_CONTAINS', 'Pratt Institute']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Pratt Institute']]"
"That 's ridiculous , sending a signal that we 're not engaged in Darfur 's regional crisis and do n't care what Sudan does to this country .","[['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_CONTAINS', 'Darfur']]"
"That 's ridiculous , sending a signal that we 're not engaged in Darfur 's regional crisis and do n't care what Sudan does to this country .","[['Darfur', 'LOC_COUNTRY', 'Sudan']]",NYT,"[['Sudan', 'LOC_ADMIN_DIVISIONS', 'Darfur'], ['Darfur', 'LOC_COUNTRY', 'Sudan'], ['Sudan', 'LOC_CONTAINS', 'Darfur']]"
"Died on March 31 , 2006 at the UNC Hosptial , in Chapel Hill , North Carolina , after a brief illness .","[['North Carolina', 'LOC_CONTAINS', 'Chapel Hill']]",NYT,"[['North Carolina', 'LOC_CONTAINS', 'Chapel Hill']]"
"He is also survived by his brother , David , and sister-in-law Anita of New City , New York .","[['New York', 'LOC_CONTAINS', 'New City']]",NYT,"[['New York', 'LOC_CONTAINS', 'New City']]"
"The Bush administration announced new sanctions on Tuesday against state-owned Chinese companies that it accused of aiding Iran 's missile and chemical programs , insisting that Beijing cut off the trade at a time when Mr. Bush is trying to persuade China 's leaders to condemn Tehran 's nuclear program .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"The Bush administration announced new sanctions on Tuesday against state-owned Chinese companies that it accused of aiding Iran 's missile and chemical programs , insisting that Beijing cut off the trade at a time when Mr. Bush is trying to persuade China 's leaders to condemn Tehran 's nuclear program .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"The Bush administration announced new sanctions on Tuesday against state-owned Chinese companies that it accused of aiding Iran 's missile and chemical programs , insisting that Beijing cut off the trade at a time when Mr. Bush is trying to persuade China 's leaders to condemn Tehran 's nuclear program .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"The Bush administration announced new sanctions on Tuesday against state-owned Chinese companies that it accused of aiding Iran 's missile and chemical programs , insisting that Beijing cut off the trade at a time when Mr. Bush is trying to persuade China 's leaders to condemn Tehran 's nuclear program .","[['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing']]",NYT,"[['Iran', 'LOC_CAPITAL', 'Tehran'], ['Beijing', 'LOC_COUNTRY', 'China'], ['China', 'LOC_ADMIN_DIVISIONS', 'Beijing'], ['China', 'LOC_CAPITAL', 'Beijing'], ['China', 'LOC_CONTAINS', 'Beijing'], ['Iran', 'LOC_CONTAINS', 'Tehran']]"
"Also this weekend , it is being performed by the Charlottesville and University Symphony in Virginia , the San Angelo Symphony in Texas and the Evanston Symphony in Illinois .","[['Virginia', 'LOC_CONTAINS', 'Charlottesville']]",NYT,"[['Virginia', 'LOC_CONTAINS', 'Charlottesville']]"
"Mother-Daughter Ananda in the Himalayas Where : the Palace Estate , Narendra Nagar , India -LRB- four hours by train from New Delhi -RRB- .","[['India', 'LOC_CONTAINS', 'Narendra Nagar']]",NYT,"[['India', 'LOC_CONTAINS', 'New Delhi'], ['India', 'LOC_CAPITAL', 'New Delhi'], ['India', 'LOC_CONTAINS', 'Narendra Nagar']]"
"In 2006 we have to have an election about the course of the country , '' Mr. Calderon said Saturday evening at a rally in Aguascalientes , in north central Mexico . ''","[['Mexico', 'LOC_CONTAINS', 'Aguascalientes']]",NYT,"[['Mexico', 'LOC_ADMIN_DIVISIONS', 'Aguascalientes'], ['Aguascalientes', 'LOC_COUNTRY', 'Mexico'], ['Mexico', 'LOC_CONTAINS', 'Aguascalientes']]"
"In 2002 , members of a Hindu nationalist government in the state of Gujarat , in western India , instigated and often organized the killing of as many as 1,600 Muslims .","[['India', 'LOC_ADMIN_DIVISIONS', 'Gujarat']]",NYT,"[['India', 'LOC_ADMIN_DIVISIONS', 'Gujarat'], ['India', 'LOC_CONTAINS', 'Gujarat'], ['Gujarat', 'LOC_COUNTRY', 'India']]"
"In 2002 , members of a Hindu nationalist government in the state of Gujarat , in western India , instigated and often organized the killing of as many as 1,600 Muslims .","[['India', 'LOC_ADMIN_DIVISIONS', 'Gujarat'], ['India', 'LOC_CONTAINS', 'Gujarat']]",NYT,"[['India', 'LOC_ADMIN_DIVISIONS', 'Gujarat'], ['India', 'LOC_CONTAINS', 'Gujarat'], ['Gujarat', 'LOC_COUNTRY', 'India']]"
"In 2002 , members of a Hindu nationalist government in the state of Gujarat , in western India , instigated and often organized the killing of as many as 1,600 Muslims .","[['India', 'LOC_ADMIN_DIVISIONS', 'Gujarat'], ['India', 'LOC_CONTAINS', 'Gujarat']]",NYT,"[['India', 'LOC_ADMIN_DIVISIONS', 'Gujarat'], ['India', 'LOC_CONTAINS', 'Gujarat'], ['Gujarat', 'LOC_COUNTRY', 'India']]"
"Patrick Ricard , Pernod 's chief executive , said the purchase was '' a decisive step for Pernod Ricard and a real strategic leap for our portfolio of brands and our global presence . ''","[['Patrick Ricard', 'BUS_COMPANY', 'Pernod Ricard']]",NYT,"[['Patrick Ricard', 'BUS_COMPANY', 'Pernod Ricard']]"
"WEARING Speedos and tank suits , hundreds of swimmers crammed the enormous pool at McCarren Park in Greenpoint , Brooklyn .","[['Brooklyn', 'LOC_CONTAINS', 'Greenpoint']]",NYT,"[['Greenpoint', 'LOC_NEIGHBORHOOD', 'Brooklyn'], ['Brooklyn', 'LOC_CONTAINS', 'Greenpoint']]"
"On Christmas Day in 1776 , a ragged , suffering band of soldiers crossed the icy Delaware River from Pennsylvania into New Jersey and surprised an enemy garrison in Trenton .","[['New Jersey', 'LOC_CONTAINS', 'Trenton']]",NYT,"[['New Jersey', 'LOC_CONTAINS', 'Trenton'], ['New Jersey', 'LOC_CONTAINS', 'Delaware River']]"
"On Christmas Day in 1776 , a ragged , suffering band of soldiers crossed the icy Delaware River from Pennsylvania into New Jersey and surprised an enemy garrison in Trenton .","[['New Jersey', 'LOC_CONTAINS', 'Trenton']]",NYT,"[['New Jersey', 'LOC_CONTAINS', 'Trenton'], ['New Jersey', 'LOC_CONTAINS', 'Delaware River']]"
"Pressure is mounting on Hewlett-Packard 's chief executive , Mark V. Hurd , to explain what appears to have been a greater role in the company 's spying operation than was initially indicated .","[['Mark V. Hurd', 'BUS_COMPANY', 'Hewlett-Packard']]",NYT,"[['Mark V. Hurd', 'BUS_COMPANY', 'Hewlett-Packard']]"
"Senator Sam Brownback , a Kansas Republican who strongly opposes abortion , and other rights the court has recognized over the years , declared after meeting with Judge Alito , '' This is the type of nominee I 've been asking for . ''","[['Sam Brownback', 'PEO_PLACE_LIVED', 'Kansas']]",NYT,"[['Sam Brownback', 'PEO_PLACE_LIVED', 'Kansas']]"
"In Michigan , the Yankee Rebel Tavern on Mackinac Island is trying to make do without its usual staff of 18 dishwashers from Jamaica .","[['Michigan', 'LOC_CONTAINS', 'Mackinac Island']]",NYT,"[['Michigan', 'LOC_CONTAINS', 'Mackinac Island']]"
"Valarie Christine Coakley , who lives on the north side of Lake Pontchartrain in Mandeville , La. , enrolled her children in Norwich without the necessary documentation , which was in Louisiana .","[['Louisiana', 'LOC_CONTAINS', 'Mandeville']]",NYT,"[['Louisiana', 'LOC_CONTAINS', 'Lake Pontchartrain'], ['Louisiana', 'LOC_CONTAINS', 'Mandeville']]"
"Last Tuesday Mrs. Rell said Connecticut could expect up to 400 more , and officials in New Haven , which had offered to play host to 100 families , also said on Tuesday that fewer families would probably arrive .","[['Connecticut', 'LOC_CONTAINS', 'New Haven']]",NYT,"[['Connecticut', 'LOC_CONTAINS', 'New Haven']]"
"Mr. Roberts , the prolific English streaker , offers video and stills of his performances -- his streaking at the Super Bowl , at a Norwegian soccer match , at the running of the bulls in Pamplona , Spain , at a snooker tournament , at the 2002 Wimbledon finals -- at www.TheStreaker.org.uk .","[['Spain', 'LOC_CONTAINS', 'Pamplona']]",NYT,"[['Spain', 'LOC_CONTAINS', 'Pamplona']]"
"Companies like Hitachi , here in Shenzhen , usually come to China because of cheap land and labor and a factory system where young workers essentially march to their jobs every eight hours , often from company-owned dormitories nearby . ''","[['China', 'LOC_CONTAINS', 'Shenzhen']]",NYT,"[['China', 'LOC_CONTAINS', 'Shenzhen']]"
"The deal would transfer the leases for ports in New York , Baltimore and Miami , among others , from a British-owned company to one controlled by the government of Dubai , part of the United Arab Emirates .","[['Dubai', 'LOC_COUNTRY', 'United Arab Emirates']]",NYT,"[['Dubai', 'LOC_COUNTRY', 'United Arab Emirates'], ['United Arab Emirates', 'LOC_ADMIN_DIVISIONS', 'Dubai'], ['United Arab Emirates', 'LOC_CONTAINS', 'Dubai']]"
"The deal would transfer the leases for ports in New York , Baltimore and Miami , among others , from a British-owned company to one controlled by the government of Dubai , part of the United Arab Emirates .","[['Dubai', 'LOC_COUNTRY', 'United Arab Emirates'], ['United Arab Emirates', 'LOC_ADMIN_DIVISIONS', 'Dubai']]",NYT,"[['Dubai', 'LOC_COUNTRY', 'United Arab Emirates'], ['United Arab Emirates', 'LOC_ADMIN_DIVISIONS', 'Dubai'], ['United Arab Emirates', 'LOC_CONTAINS', 'Dubai']]"
"The deal would transfer the leases for ports in New York , Baltimore and Miami , among others , from a British-owned company to one controlled by the government of Dubai , part of the United Arab Emirates .","[['Dubai', 'LOC_COUNTRY', 'United Arab Emirates'], ['United Arab Emirates', 'LOC_ADMIN_DIVISIONS', 'Dubai'], ['United Arab Emirates', 'LOC_CONTAINS', 'Dubai']]",NYT,"[['Dubai', 'LOC_COUNTRY', 'United Arab Emirates'], ['United Arab Emirates', 'LOC_ADMIN_DIVISIONS', 'Dubai'], ['United Arab Emirates', 'LOC_CONTAINS', 'Dubai']]"
"After experiencing anti-Jewish sentiment in several places , they settled in Tianjin in north China .","[['China', 'LOC_CONTAINS', 'Tianjin']]",NYT,"[['Tianjin', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Tianjin'], ['China', 'LOC_ADMIN_DIVISIONS', 'Tianjin']]"
"After experiencing anti-Jewish sentiment in several places , they settled in Tianjin in north China .","[['China', 'LOC_CONTAINS', 'Tianjin'], ['China', 'LOC_ADMIN_DIVISIONS', 'Tianjin']]",NYT,"[['Tianjin', 'LOC_COUNTRY', 'China'], ['China', 'LOC_CONTAINS', 'Tianjin'], ['China', 'LOC_ADMIN_DIVISIONS', 'Tianjin']]"
"Born in Danbury , Connecticut , in 1948 , Dale is the daughter of the late Barbara Taylor Sperry and the late William Sperry .","[['Connecticut', 'LOC_CONTAINS', 'Danbury']]",NYT,"[['Connecticut', 'LOC_CONTAINS', 'Danbury']]"
On the Upper East Side last week Princess Marie-Chantal of Greece arrived in town to open her first children 's clothing boutique in New York .,"[['New York', 'LOC_CONTAINS', 'Upper East Side']]",NYT,"[['New York', 'LOC_CONTAINS', 'Upper East Side']]"
"In Beirut , Mr. Roed-Larsen said he planned to leave Monday to present briefings at the United Nations and then to return to Lebanon for discussions over Syrian troop withdrawal . ''","[['Lebanon', 'LOC_CAPITAL', 'Beirut']]",NYT,"[['Lebanon', 'LOC_CAPITAL', 'Beirut'], ['Lebanon', 'LOC_CONTAINS', 'Beirut']]"
"In Beirut , Mr. Roed-Larsen said he planned to leave Monday to present briefings at the United Nations and then to return to Lebanon for discussions over Syrian troop withdrawal . ''","[['Lebanon', 'LOC_CAPITAL', 'Beirut'], ['Lebanon', 'LOC_CONTAINS', 'Beirut']]",NYT,"[['Lebanon', 'LOC_CAPITAL', 'Beirut'], ['Lebanon', 'LOC_CONTAINS', 'Beirut']]"
"In the middle of the night , when calls for help dwindle , the pilots and mechanics lounge around the muster room , a windowless box nestled within an old Coast Guard hangar at Floyd Bennett Field in Brooklyn that is filled with castoff sofas , aviation memorabilia and a television that is almost always tuned to the Discovery Channel .","[['Brooklyn', 'LOC_CONTAINS', 'Floyd Bennett Field']]",NYT,"[['Brooklyn', 'LOC_CONTAINS', 'Floyd Bennett Field']]"
