input,explanations,gold_relations
"TEXT: But New York Gov. Mario Cuomo , who enthusiastically joined in the chorus , interrupted his own praise for Kean to add a bit of explanation.",Explanation: Mario Cuomo is the governor of New York and therefore lives in New York.</s>,"[['Mario Cuomo', 'Live_In', 'New York']]"
"TEXT: Mark David Chapman , convicted of killing John Lennon ; and R. Foster Winans , a former Wall Street Journal reporter convicted of insider trading. ;",Explanation: Mark David Chapman was convicted of killing John Lennon.</s>,"[['Mark David Chapman', 'Kill', 'John Lennon']]"
"TEXT: Ten years ago : Former President Gerald R. Ford , a member of the Warren Commission that investigated President John F. Kennedy 's assassination , told a House committee he stood by the commission 's basic finding that assassin Lee Harvey Oswald had acted alone .",Explanation: Lee Harvey Oswald was the assassin of President John F. Kennedy.</s>,"[['Lee Harvey Oswald', 'Kill', 'President John F. Kennedy']]"
TEXT: ( By ITAR-TASS diplomatic correspondent Yuriy Tyssovsky ),Explanation: Yuriy Tyssovsky is a diplomatic correspondent for the ITAR-TASS.</s>,"[['Yuriy Tyssovsky', 'Work_For', 'ITAR-TASS']]"
"TEXT: The hearing was announced last week for James Earl Ray , 60 , serving 99 years for assassinating King in Memphis on April 4 , 1968 .","Explanation: James Earl Ray assassinated King in Memphis on April 4, 1968.</s>","[['James Earl Ray', 'Kill', 'King']]"
"TEXT: And at the same time , the country is protecting the secrecy of the military program for building a nuclear-powered submarine , a program that is being carried out in an extremely efficient manner by the Navy at the Aramar Experimental Center in Ipero , Sao Paulo .","Explanation: The Aramar Experimental Center is located in Ipero and Sao Paulo, and Ipero is located in Sao Paulo.</s>","[['Aramar Experimental Center', 'Located_In', 'Ipero'], ['Aramar Experimental Center', 'Located_In', 'Sao Paulo'], ['Ipero', 'Located_In', 'Sao Paulo']]"
"TEXT: The largest biogas plant in Cuba was built on the island of Turiguano and it has the capacity of generating 2 , 000 cubic meters of methane gas per day through the process of fermenting the manure obtained from a nearby cattle ranch .","Explanation: The largest biogas plant in Cuba was built on the island of Turiguano, so Turiguano is located in Cuba.</s>","[['Turiguano', 'Located_In', 'Cuba']]"
"TEXT: A tough-talking former Associated Press reporter now representing IAI in Washington , Klemow protects the Arrow as if it were his own child .",Explanation: Klemow is a former Associated Press reporter and currently is representing IAI in Washington.</s>,"[['Klemow', 'Work_For', 'Associated Press'], ['Klemow', 'Work_For', 'IAI']]"
TEXT: Redman said two employees of the U.S. Immigration and Naturalization Service would go to Moscow to help handle the processing .,Explanation: The U.S. Immigration and Naturalization Service is an organization based in the U.S..</s>,"[['Immigration and Naturalization Service', 'OrgBased_In', 'U.S.']]"
"TEXT: Dwight D. Eisenhower ( 34th President ) : Born Oct. 14 , 1890 , Denison , Tex. , in a two-story white frame house on what is now the Eisenhower State Historic Site , 208 E. Day St. , Denison , Tex. , ( 214 ) 465-8908 .","Explanation: Dwight D. Eisenhower was born in Denison, Tex. and E. Day St. is located in Denison, Tex..</s>","[['Dwight D. Eisenhower', 'Live_In', 'Denison , Tex.'], ['E. Day St.', 'Located_In', 'Denison , Tex.']]"
"TEXT: Morihiro Hosokawa , Japan 's prime , recently confirmed that he was "" very strongly concerned "" by North Korea 's growing military strength .",Explanation: Morihiro Hosokawa is Japan's prime and therefore we can infer that he lives in Japan.</s>,"[['Morihiro Hosokawa', 'Live_In', 'Japan']]"
"TEXT: In 1885 , author Sinclair Lewis was born in Sauk Center , Minn .","Explanation: Sinclair Lewis was born in Sauk Center, Minn., therefore we can say that he lived in Sauk Center, Minn.</s>","[['Sinclair Lewis', 'Live_In', 'Sauk Center , Minn']]"
"TEXT: A coin struck by Brutus to commemorate the assassination of Julius Caesar in 44 B.C. sold for $99 , 000.",Explanation: Brutus killed Julius Caesar in 44 B.C.</s>,"[['Brutus', 'Kill', 'Julius Caesar']]"
"TEXT: Rainfall , heavy over the lower Mississippi and Tennessee valleys in recent days left streams in Tennessee , Kentucky and northern Alabama flowing near bankful , and flooded some streets in Memphis , Tenn. , during rush hour .",Explanation: It can be seen that Memphis is a place located in Tenn. as it was flooded during rush hour.</s>,"[['Memphis', 'Located_In', 'Tenn.']]"
"TEXT: 947N0051B Moscow METEOROLOGIYA I GIDROLOGIYA in Russian No. 4 , Apr 94 ( manuscript received 14 Dec 93 ) pp 101-112",Explanation: METEOROLOGIYA I GIDROLOGIYA is an organization based in Moscow.</s>,"[['METEOROLOGIYA I GIDROLOGIYA', 'OrgBased_In', 'Moscow']]"
"TEXT: Herbert Clark Hoover , the 31st president of the United States , was born in West Branch , Iowa , in 1874 .","Explanation: Herbert Clark Hoover, the 31st president of the United States, was born in West Branch, Iowa, and thus lived there.</s>","[['Herbert Clark Hoover', 'Live_In', 'West Branch , Iowa']]"
"TEXT: That same day , a grand jury in Los Angeles indicted Sirhan Bishara Sirhan , a Jordanian citizen , on a charge of first-degree murder in the assassination of Kennedy two days earlier .",Explanation: Sirhan Bishara Sirhan was indicted on a charge of first-degree murder in the assassination of Kennedy two days earlier.</s>,"[['Sirhan Bishara Sirhan', 'Kill', 'Kennedy']]"
"TEXT: CHP ( Republican People 's Party ) leader Deniz Baykal said : I hope that this decision will not turn into a protest , for then a difficult situation will arise .",Explanation: Deniz Baykal is the leader of both CHP and the Republican People's Party.</s>,"[['Deniz Baykal', 'Work_For', 'CHP'], ['Deniz Baykal', 'Work_For', ""Republican People 's Party""]]"
"TEXT: Beside the dispute over the Gabcikovo hydroelectric project itself which was taken to the International Court of Justice in The Hague last July , Bratislava and Budapest are also in disagreement over the temporary water regime on the Danube to function until a verdict is passed in The Hague .","Explanation: The International Court of Justice is an organization based in The Hague, Netherlands.</s>","[['International Court of Justice', 'OrgBased_In', 'The Hague'], ['International Court of Justice', 'OrgBased_In', 'The Hague']]"
"TEXT: Viscomi was shot in the back in 1979 by John Hoopsick , who held a longtime grudge against him , and who hours earlier purchased the shotgun and ammunition at a K mart store in Niagara Falls .",Explanation: K mart is an organization based in Niagara Falls.</s>,"[['K mart', 'OrgBased_In', 'Niagara Falls']]"
"TEXT: U.S. Sen. Mitch McConnell , who attended church in south Louisville with Higgins in the 1950s , recommended he be given the nation 's highest honor , the Medal of Honor.",Explanation: Mitch McConnell is a U.S. Senator and thus lives in the U.S.</s>,"[['Mitch McConnell', 'Live_In', 'U.S.']]"
"TEXT: Kennedy 's assassin , Sirhan Bishara Sirhan , was immediately arrested .",Explanation: Sirhan Bishara Sirhan was the assassin in the Kennedy assassination.</s>,"[['Sirhan Bishara Sirhan', 'Kill', 'Kennedy']]"
"TEXT: It 's doing a lot of wind damage , ' ' said Robert Isaacks , an emergency medical technician on High Island.",Explanation: Robert Isaacks lives in High Island.</s>,"[['Robert Isaacks', 'Live_In', 'High Island.']]"
"TEXT: National Transportation Safety Board investigators at the Evendale , Ohio , General Electric plant plan to take the engine apart and try to determine the sequence of events that led up to the July 19 crash of United Airlines Flight 232 , in which 111 people died.",Explanation: Evendale is a place located in Ohio where the National Transportation Safety Board investigators plan to take the engine apart.</s>,"[['Evendale', 'Located_In', 'Ohio']]"
"TEXT: In 1977 , James Earl Ray , the convicted assassin of civil rights leader Dr. Martin Luther King Jr. , was recaptured following his escape from a Tennessee prison June 10 .",Explanation: James Earl Ray was the convicted assassin of civil rights leader Dr. Martin Luther King Jr..</s>,"[['James Earl Ray', 'Kill', 'Dr. Martin Luther King Jr.']]"
"TEXT: Oswald was arrested during a showing of ` ` War Is Hell ' ' 80 minutes after shooting Kennedy from the sixth floor of the book depository on Nov. 22 , 1963 .","Explanation: Oswald shot Kennedy from the sixth floor of the book depository on Nov. 22, 1963.</s>","[['Oswald', 'Kill', 'Kennedy']]"
"TEXT: MIDDLETOWN , N.Y .",Explanation: MIDDLETOWN is a place located in N.Y.</s>,"[['MIDDLETOWN', 'Located_In', 'N.Y .']]"
TEXT: Bangkok DAO SIAM,Explanation: DAO SIAM is an organization based in Bangkok.</s>,"[['DAO SIAM', 'OrgBased_In', 'Bangkok']]"
"TEXT: Albrecht , 54 , is a former University of Iowa professor of economics and dean who has been on the CFTC since last year.",Explanation: Albrecht is a former professor of economics and dean at the University of Iowa and he has been on the CFTC since last year.</s>,"[['Albrecht', 'Work_For', 'University of Iowa'], ['Albrecht', 'Work_For', 'CFTC']]"
TEXT: FAA spokesman Fred Farrar said Tuesday the timer assembly could not have caused the British Midland crash .,Explanation: Fred Farrar is a spokesman for the FAA.</s>,"[['Fred Farrar', 'Work_For', 'FAA']]"
"TEXT: ` ` It would be helpful if you folks would provide leadership , ' ' shot back Rep. Ted Weiss , D-N.Y. , chairman of the House oversight subcommittee grilling Mason and other administration officials about a broad range of AIDS programs.",Explanation: Ted Weiss is a Representative of the House and is chairman of the House oversight subcommittee.</s>,"[['Ted Weiss', 'Work_For', 'House']]"
"TEXT: Lennon was murdered by Mark David Chapman outside the Dakota on Dec. 8 , 1980 .",Explanation: Mark David Chapman was the one who murdered Lennon.</s>,"[['Mark David Chapman', 'Kill', 'Lennon']]"
"TEXT: It stars Jessica Lange , his live-in lover , and was shot entirely in northern Minnesota , where she was born and grew up .","Explanation: Jessica Lange was born and grew up in Minnesota, and thus lived in Minnesota.</s>","[['Jessica Lange', 'Live_In', 'Minnesota']]"
"TEXT: Higgins ' sister , Mary Fisher , said from her home in the Louisville suburb of Okolona that she believed Higgins ' was dead before she saw the videotape.",Explanation: Mary Fisher lives in Louisville and a suburb of it called Okolona.</s>,"[['Mary Fisher', 'Live_In', 'Louisville'], ['Mary Fisher', 'Live_In', 'Okolona']]"
"TEXT: He specifically mentioned ` ` why the pilgrims came ' ' to America from Europe in the 17th century in quest of religious freedom , ` ` who Jimmy Doolittle was , and what those 30 seconds over Tokyo meant , ' ' as well as the battle at Anzio , Italy , and the landing at Normandy , France .",Explanation: Anzio is located in Italy and Normandy is located in France.</s>,"[['Anzio', 'Located_In', 'Italy'], ['Normandy', 'Located_In', 'France']]"
"TEXT: Most of the work conducted by the Warren Commission , which concluded that Lee Harvey Oswald acted alone in the Kennedy slaying , has been opened to the public , a move that has helped researchers evaluate _ and in many cases strongly criticize _ that investigation .",Explanation: Lee Harvey Oswald acted alone in the Kennedy slaying.</s>,"[['Lee Harvey Oswald', 'Kill', 'Kennedy']]"
TEXT: They were imported by Larami Corp. of Philadelphia.,Explanation: Larami Corp. is an organization based in Philadelphia.</s>,"[['Larami Corp.', 'OrgBased_In', 'Philadelphia.']]"
TEXT: U.S. Bankruptcy Judge George Proctor on Friday authorized appointment of Bakst as trustee.,"Explanation: George Proctor is a U.S. Bankruptcy Judge, so it can be assumed that he lives in the U.S..</s>","[['George Proctor', 'Live_In', 'U.S.']]"
"TEXT: ( Text ) Guatemala City , 2 Feb ( ACAN-EFE ) -- Guatemalan President Ramiro de Leon Carpio today offered a 10-percent adjustment of fuel transportation tariffs to end the strike that businessmen in that sector began on 1 February .",Explanation: Ramiro de Leon Carpio is the president of Guatemala and therefore lives in Guatemala City.</s>,"[['Ramiro de Leon Carpio', 'Live_In', 'Guatemala City']]"
"TEXT: They found it when Herschel Grynszpan , a 17-year-old Jew enraged by his family 's deportation to Poland , shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris on Nov. 7 , 1938 .",Explanation: Herschel Grynszpan shot and mortally wounded German Embassy Third Secretary Ernst vom Rath in Paris.</s>,"[['Herschel Grynszpan', 'Kill', 'German Embassy Third Secretary Ernst vom Rath']]"
"TEXT: Larry Jinks has been named publisher of the San Jose Mercury News , succeeding William A. Ott , who will become the newspaper 's chairman , the Knight-Ridder , Inc. announced Thursday .",Explanation: Larry Jinks and William A. Ott both work for the San Jose Mercury News.</s>,"[['Larry Jinks', 'Work_For', 'San Jose Mercury News'], ['William A. Ott', 'Work_For', 'San Jose Mercury News']]"
"TEXT: The number of lift boats involved in accidents is higher than normal , ' ' said Lt. Allen Harker , a marine inspector at the Coast Guard 's 8th District headquarters .",Explanation: Allen Harker is a marine inspector at the Coast Guard's 8th District headquarters.</s>,"[['Allen Harker', 'Work_For', ""Coast Guard 's 8th District headquarters""]]"
"TEXT: The Democrats elected Ohio 's Richard Celeste to be chairman of the Democratic Governors ' Association , beginning in January.","Explanation: Richard Celeste is from Ohio and he was elected to be the chairman of the Democratic Governors' Association, beginning in January.</s>","[['Richard Celeste', 'Live_In', 'Ohio'], ['Richard Celeste', 'Work_For', ""Democratic Governors ' Association""]]"
TEXT: AU2206082794 Prague CTK in English 0604 GMT 22 Jun 94 -- FOR OFFICIAL USE ONLY,Explanation: CTK is an organization based in Prague.</s>,"[['CTK', 'OrgBased_In', 'Prague']]"
"TEXT: BK2506112994 Bangkok BANGKOK POST in English 25 Jun 94 pp 1 , 3",Explanation: BANGKOK POST is an organization based in Bangkok.</s>,"[['BANGKOK POST', 'OrgBased_In', 'Bangkok']]"
"TEXT: AOSTA , Italy ( AP )","Explanation: City of AOSTA is located in Italy and AP is an organization based in AOSTA, Italy.</s>","[['AOSTA', 'Located_In', 'Italy'], ['AP', 'OrgBased_In', 'AOSTA'], ['AP', 'OrgBased_In', 'Italy']]"
"TEXT: The items included the .22-caliber gun Sirhan Bishara Sirhan used to kill Kennedy on June 5 , 1968 , in the hotel kitchen .","Explanation: Sirhan Bishara Sirhan used a .22-caliber gun to kill Kennedy on June 5, 1968.</s>","[['Sirhan Bishara Sirhan', 'Kill', 'Kennedy']]"
TEXT: Moscow KRASNAYA ZVEZDA,Explanation: KRASNAYA ZVEZDA is an organization based in Moscow.</s>,"[['KRASNAYA ZVEZDA', 'OrgBased_In', 'Moscow']]"
"TEXT: Indeed , not only was truth our only goal , but we found that truth : Lee Harvey Oswald was the lone gunman who killed President Kennedy and Officer J.D. Tippit on that tragic Friday afternoon in Dallas , Nov. 22 , 1963.",Explanation: Lee Harvey Oswald was the lone gunman who killed President Kennedy and Officer J.D. Tippit.</s>,"[['Lee Harvey Oswald', 'Kill', 'President Kennedy'], ['Lee Harvey Oswald', 'Kill', 'Officer J.D. Tippit']]"
"TEXT: The book , ` ` On the Brink : Americans and Soviets Reexamine the Cuban Missile Crisis , ' ' is based largely on two 1987 conferences sponsored by Harvard _ one that featured top Kennedy advisers and U.S. scholars and a second in which three Soviets joined the Americans .",Explanation: Harvard is an organization based in the U.S. and Kennedy was an American and lived in the U.S..</s>,"[['Harvard', 'OrgBased_In', 'U.S.'], ['Kennedy', 'Live_In', 'U.S.']]"
"TEXT: ROCK HILL , S.C .",Explanation: ROCK HILL is a place located in S.C..</s>,"[['ROCK HILL', 'Located_In', 'S.C']]"
"TEXT: In 1767 , the seventh President of the United States , Andrew Jackson , was born in Waxhaw , South Carolina .","Explanation: Andrew Jackson was born in Waxhaw, South Carolina and therefore lived in Waxhaw, South Carolina.</s>","[['Andrew Jackson', 'Live_In', 'Waxhaw , South Carolina']]"
TEXT: Jacobs ' lawyers asked for the stay after Cuomo signed a request from North Carolina Gov. Jim Martin on Tuesday to return Jacobs .,"Explanation: Jim Martin is the Governor of North Carolina, therefore he lives in North Carolina.</s>","[['Jim Martin', 'Live_In', 'North Carolina']]"
"TEXT: Tuesday 's trade development will be conveyed to Britain by the Brazilian Embassy in London , Argentina 's diplomatic representative there.",Explanation: The Brazilian Embassy is an organization based in Britain and London.</s>,"[['Brazilian Embassy', 'OrgBased_In', 'Britain'], ['Brazilian Embassy', 'OrgBased_In', 'London']]"
"TEXT: The original , a figure of a woman raising a torch in much the same manner as America 's Statue of Liberty , was destroyed by the Chinese Army on June 5 after the massacre that crushed the student-led protest movement.",Explanation: The Statue of Liberty is located in America.</s>,"[['Statue of Liberty', 'Located_In', 'America']]"
TEXT: I also feel obliged to point out that Jack Nicklaus thinks so highly of Muirfield that he named a course he built in his native Ohio after it .,Explanation: Jack Nicklaus is from Ohio and therefore he lives there.</s>,"[['Jack Nicklaus', 'Live_In', 'Ohio']]"
"TEXT: The head of Queensland Liver Transplant Service , Dr. Russell Strong , said one of the difficulties faced by the team of surgeons that carried out the operation was dividing the liver without harming the donor.",Explanation: Dr. Russell Strong is the head of the Queensland Liver Transplant Service and therefore works for the organization.</s>,"[['Russell Strong', 'Work_For', 'Queensland Liver Transplant Service']]"
TEXT: Tunis Tunisian Republic Radio Network,Explanation: Tunisian Republic Radio Network is an organization based in Tunis.</s>,"[['Tunisian Republic Radio Network', 'OrgBased_In', 'Tunis']]"
"TEXT: The Quayles ' children _ Tucker , 15 , Benjamin , 12 , and Corinne , 10 _ live on the top floor of the three-story building , which is on the rolling grounds of the Naval Observatory in northwest Washington and was built in 1894.","Explanation: The Quayles family, which includes Tucker, Benjamin, and Corinne, live on the top floor of the three-story building which is located in the Naval Observatory in Washington.</s>","[['Quayles', 'Live_In', 'Naval Observatory'], ['Quayles', 'Live_In', 'Washington'], ['Tucker', 'Live_In', 'Naval Observatory'], ['Tucker', 'Live_In', 'Washington'], ['Benjamin', 'Live_In', 'Naval Observatory'], ['Benjamin', 'Live_In', 'Washington'], ['Corinne', 'Live_In', 'Naval Observatory'], ['Corinne', 'Live_In', 'Washington'], ['Naval Observatory', 'Located_In', 'Washington']]"
"TEXT: The Globe and Mail , which calls itself Canada 's national newspaper , said in an editorial Thursday that Quebec Premier Robert Bourassa ` ` has received , and deserves , strong criticism for his decision on the language of commercial signs in Quebec. .. .",Explanation: The Globe and Mail is a newspaper based in Canada. Robert Bourassa is the Premier of Quebec and therefore lives in Canada and Quebec.</s>,"[['The Globe and Mail', 'OrgBased_In', 'Canada'], ['Robert Bourassa', 'Live_In', 'Canada'], ['Robert Bourassa', 'Live_In', 'Quebec'], ['Robert Bourassa', 'Live_In', 'Quebec.']]"
"TEXT: GSA Depot , Watertown , Mass. ;","Explanation: GSA Depot is located in Watertown, Mass., and Watertown is located in Mass.</s>","[['GSA Depot', 'Located_In', 'Watertown'], ['GSA Depot', 'Located_In', 'Mass.'], ['Watertown', 'Located_In', 'Mass.']]"
"TEXT: "" I accordingly declare Mr Nelson Rohihlahla Mandela duly elected as the president of the Republic of South Africa . ""","Explanation: Mr Nelson Rohihlahla Mandela was elected as president of the Republic of South Africa, hence he should live in the Republic of South Africa.</s>","[['Mr Nelson Rohihlahla Mandela', 'Live_In', 'Republic of South Africa']]"
"TEXT: CLARIN : There is a study conducted by the Mediterranean Foundation headed by Juan Novara saying that the CNEA is not competitive and that nuclear energy is expensive , dirty , and is being abandoned throughout the world .",Explanation: Juan Novara works for the Mediterranean Foundation.</s>,"[['Juan Novara', 'Work_For', 'Mediterranean Foundation']]"
"TEXT: In 1968 , authorities announced the capture in London of James Earl Ray , suspected of the assassination of civil rights leader Dr. Martin Luther King Jr .",Explanation: James Earl Ray was suspected of the assassination of Dr. Martin Luther King Jr.</s>,"[['James Earl Ray', 'Kill', 'Dr. Martin Luther King Jr']]"
"TEXT: Born in Philadelphia the son of a Jewish tailor , Man Ray was forced to flee his adopted home of Paris -- a city which revered him -- during World War II .",Explanation: Man Ray was born in Philadelphia and therefore lived there.</s>,"[['Man Ray', 'Live_In', 'Philadelphia']]"
"TEXT: Frank D. Cuevas , 44 , of 24th Street , shot James Miller , 54 , after Miller forced his way into the apartment at gunpoint at 10 : 40 p.m. , according to Sgt. Frank Martinez of the homicide unit .",Explanation: Frank D. Cuevas killed James Miller.</s>,"[['Frank D. Cuevas', 'Kill', 'James Miller']]"
"TEXT: At a regular Chinese Foreign Ministry briefing in Beijing on Thursday , spokesman Li Zhaoxing would say only that China will consider direct talks with Vietnam ` ` at an appropriate time. ' '","Explanation: Chinese Foreign Ministry is an organization based in Beijing and China, and Li Zhaoxing is a spokesman of this organization who both lives and works in Beijing, China.</s>","[['Chinese Foreign Ministry', 'OrgBased_In', 'Beijing'], ['Chinese Foreign Ministry', 'OrgBased_In', 'China'], ['Li Zhaoxing', 'Work_For', 'Chinese Foreign Ministry'], ['Li Zhaoxing', 'Live_In', 'Beijing'], ['Li Zhaoxing', 'Live_In', 'China']]"
TEXT: Pittsburgh Mayor Sophie Masloff touted the joys of her favorite city on the nationally televised Pat Sajak Show and put an end to rumors that she sometimes arrives at work with a cup of homemade chicken soup .,"Explanation: Sophie Masloff is the mayor of Pittsburgh, so it can be inferred that she lives in Pittsburgh.</s>","[['Sophie Masloff', 'Live_In', 'Pittsburgh']]"
"TEXT: In South Korea , Kim Jae-kyu , the assassin of President Park Chung-hee , was executed .",Explanation: Kim Jae-kyu assassinated President Park Chung-hee.</s>,"[['Kim Jae-kyu', 'Kill', 'President Park Chung-hee']]"
"TEXT: Bloch also read Austrian newspaper accounts of the case , which Weisner showed him during Bloch 's 45-minute visit to the offices of Austrian television Monday afternoon in the Georgetown section of the capital.",Explanation: Austrian television is an organization based in Georgetown section of the capital.</s>,"[['Austrian television', 'OrgBased_In', 'Georgetown']]"
TEXT: Havana Radio Reloj Network,Explanation: Radio Reloj Network is an organization based in Havana.</s>,"[['Radio Reloj Network', 'OrgBased_In', 'Havana']]"
"TEXT: In 1847 , inventor Thomas Alva Edison was born in Milan , Ohio .","Explanation: Thomas Alva Edison was born in Milan, Ohio and thus lived there.</s>","[['Thomas Alva Edison', 'Live_In', 'Milan , Ohio']]"
"TEXT: Bradley First Air of Carp , Ontario , which owned the plane , said the crew members were pilots from Montreal and Ottawa .",Explanation: Bradley First Air of Carp is an organization based in Ontario.</s>,"[['Bradley First Air of Carp', 'OrgBased_In', 'Ontario']]"
"TEXT: It must also be pointed out that the chairman of the United Djibouti Opposition Front , Mohamed Ahmed Issa , also known as Cheiko , was arrested at his home this evening .","Explanation: Mohamed Ahmed Issa, also known as Cheiko, is the chairman of the United Djibouti Opposition Front.</s>","[['Mohamed Ahmed Issa', 'Work_For', 'United Djibouti Opposition Front'], ['Cheiko', 'Work_For', 'United Djibouti Opposition Front']]"
TEXT: I was keen to ask the following questions in an interview with Russian Atomic Energy Minister V. Mikhaylov : ( Gubarev ) How did Ukraine lose out by this deal ? ( Mikhaylov ) The level of Ukraine 's security has increased -- so in fact Ukraine has benefited .,Explanation: V. Mikhaylov and Mikhaylov both work for the Russian Atomic Energy Minister.</s>,"[['V. Mikhaylov', 'Work_For', 'Russian Atomic Energy Minister'], ['Mikhaylov', 'Work_For', 'Russian Atomic Energy Minister']]"
"TEXT: "" The entire effort is how to reduce the early damage ( from a missile attack ) so the missile launchers can be found , "" says Me 'ir Kohen , a missile expert close to the IDF ( Israel Defense Forces ) leadership .","Explanation: Me 'ir Kohen is a missile expert close to the IDF (Israel Defense Forces) leadership, and therefore works for them.</s>","[[""Me 'ir Kohen"", 'Work_For', 'IDF'], [""Me 'ir Kohen"", 'Work_For', 'Israel Defense Forces']]"
"TEXT: ` ` We put in the peacock to get a little attention and show how spectacular it 's going to be , ' ' said Michigan State horticulture Professor Will Carlson.",Explanation: Will Carlson is a horticulture professor at Michigan State.</s>,"[['Will Carlson.', 'Work_For', 'Michigan State']]"
"TEXT: Jacobs has said that he would not receive a fair trial in Robeson County , N.C. , and that he fears for his life if he is returned there .","Explanation: Jacobs has said that he would not receive a fair trial in Robeson County, N.C., which is a place located in N.C..</s>","[['Robeson County', 'Located_In', 'N.C.']]"
TEXT: Diphtheria in Zhitomir 94WE0015A Kiev SILSKI VISTI in Ukrainian 1 Jul 93 p 1,Explanation: SILSKI VISTI is an organization based in Kiev.</s>,"[['SILSKI VISTI', 'OrgBased_In', 'Kiev']]"
"TEXT: Keen Corp. of New York ; and Eagle-Picher Industries of Cincinnati , claiming the companies failed to warn him of the risk.",Explanation: Keen Corp. is an organization based in New York and Eagle-Picher Industries is an organization based in Cincinnati.</s>,"[['Keen Corp.', 'OrgBased_In', 'New York'], ['Eagle-Picher Industries', 'OrgBased_In', 'Cincinnati']]"
"TEXT: In 1854 , George Eastman , inventor of the Kodak camera , was born in Waterville , N. Y.","Explanation: George Eastman was born in Waterville, N. Y., so he lived in Waterville, N. Y.</s>","[['George Eastman', 'Live_In', 'Waterville , N. Y.']]"
"TEXT: In an interview published by yesterday 's issue of the economic daily HOSPODARSKE NOVINY , Premier Jozef Moravcik said Slovakia 's goal for this year was to completely halt the fall of GDP , reduce the inflation rate to 13 percent ( from last year 's 23.1 percent ) and maintain the budget deficit at 14 billion crowns .","Explanation: Jozef Moravcik is the Premier of Slovakia, therefore he lives in Slovakia.</s>","[['Jozef Moravcik', 'Live_In', 'Slovakia']]"
TEXT: Dominique Beuff of the International Committee of the Red Cross in Khartoum said he had reports of people dying at the rate of up to four a day in some areas of the south affected by a 5-year-old civil war .,Explanation: Dominique Beuff works for the International Committee of the Red Cross and is based in Khartoum.</s>,"[['Dominique Beuff', 'Work_For', 'International Committee of the Red Cross'], ['Dominique Beuff', 'Live_In', 'Khartoum'], ['International Committee of the Red Cross', 'OrgBased_In', 'Khartoum']]"
"TEXT: Dole had hoped to pull out a win in North Carolina , the home state of his wife , Elizabeth .",Explanation: Elizabeth is the wife of Dole and she lives in North Carolina.</s>,"[['Elizabeth', 'Live_In', 'North Carolina']]"
"TEXT: In 1969 , James Earl Ray pleaded guilty in Memphis , Tenn. , to the assassination of civil rights leader Martin Luther King Jr .","Explanation: James Earl Ray pleaded guilty in Memphis, Tenn. to the assassination of Martin Luther King Jr. Therefore it can be seen that Memphis is located in Tenn..</s>","[['James Earl Ray', 'Kill', 'Martin Luther King Jr'], ['Memphis', 'Located_In', 'Tenn.']]"
"TEXT: Booth also used an underground intelligence network for his escape after shooting Lincoln during a performance at Ford 's Theatre in Washington , D.C. , on April 14 , 1865 , five days after Gen. Robert E. Lee 's surrender at Appomattox , the authors contend .","Explanation: Booth shot Lincoln during a performance at Ford's Theatre in Washington, D.C..</s>","[['Booth', 'Kill', 'Lincoln']]"
"TEXT: In 1865 , four people were hanged in Washington , D.C. after being convicted of conspiring with John Wilkes Booth in the assassination of President Abraham Lincoln .",Explanation: John Wilkes Booth was convicted of conspiring with the assassination of President Abraham Lincoln.</s>,"[['John Wilkes Booth', 'Kill', 'President Abraham Lincoln']]"
"TEXT: President Mubarak added : I was willing to conclude my trip with a visit to fraternal Saudi Arabia to meet with my brother the custodian of the two holy mosques , King Fahd-Bin- 'Abd-al- 'Aziz , Crown Prince 'Abdallah , and the leaders of the kingdom .","Explanation: President Mubarak was going to meet with King Fahd-Bin- 'Abd-al- 'Aziz and Crown Prince 'Abdallah in Saudi Arabia, therefore we can assume that they live in Saudi Arabia.</s>","[[""King Fahd-Bin- 'Abd-al- 'Aziz"", 'Live_In', 'Saudi Arabia'], [""Crown Prince 'Abdallah"", 'Live_In', 'Saudi Arabia']]"
TEXT: Labor Union Group Endorses Perez Balladares for President PA2203162994 Panama City LA ESTRELLA DE PANAMA in Spanish 21 Mar 94 p A1,"Explanation: Perez Balladares is endorsed by the Labor Union Group, implying that he works for the Labor Union.</s>","[['Perez Balladares', 'Work_For', 'Labor Union']]"
TEXT: Havana Radio Reloj Network,Explanation: Radio Reloj Network is an organization based in Havana.</s>,"[['Radio Reloj Network', 'OrgBased_In', 'Havana']]"
"TEXT: If Bossi were fundamental in order for your alliance to govern... ( Fini ) He must accept two questions which for us are more fundamental than government : national unity and solidarity between the north and the south. ( passage omitted ) I believe that until 1938 fascism was useful for Italy , not good or bad , but useful. ( passage omitted ) ( Minoli ) Do you still believe that Benito Mussolini is still the greatest statesman of the 20th century ? ( Fini ) In Italy certainly , without a shadow of a doubt. ( passage omitted ) ( Minoli ) You said ;",Explanation: Benito Mussolini lived in Italy.</s>,"[['Benito Mussolini', 'Live_In', 'Italy']]"
"TEXT: The United States , Britain and France joined in vetoing a Security Council resolution that ` ` deplored ' ' the U.S. Navy 's downing of two Libyan military jets over the Mediterranean on Jan. 4 .","Explanation: The U.S. Navy was involved in the incident, thus we can infer that the Navy is based in the United States.</s>","[['Navy', 'OrgBased_In', 'U.S.']]"
